Age,Gender,Income,CampaignChannel,CampaignType,AdSpend,ClickThroughRate,ConversionRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,CostPerVisit,CostPerClick,EmailEngagementRate,CustomerValue,IncomeToAdSpend,SiteEngagementScore,SocialAmplification,CTR_x_PagesPerVisit
56,Female,26880,SEO,Conversion,5760.4966464083645,0.0464009687881567,0.1192337623934916,30,8.276746728203651,6.9215970411358185,13,15,0,4,2831,185.82247246478596,5760.4966464083645,0.0,11324,4.665454420902355,57.28830566416496,0.41935483870967744,0.3840490666028557
64,Female,36611,SEO,Conversion,859.1462285593809,0.0169897269581266,0.0812087157095612,43,5.360377830830955,9.363510454459272,6,16,8,2,1775,19.52605064907684,95.46069206215344,0.47058823529411764,3550,42.56369299126972,50.19195385883736,0.13636363636363635,0.09107135573821286
34,Female,51147,SEO,Consideration,6838.101443041635,0.2266611484892296,0.0893721426704472,19,7.273409567796462,11.575503512314706,82,1,9,5,4194,341.90507215208174,683.8101443041635,4.5,20970,7.478614029338448,84.19337799853133,4.1,1.6485993660692972
41,Female,75803,Social Media,Consideration,8307.31672748765,0.2729187879028877,0.0951877352446407,12,7.444034135021771,5.4535197169346015,91,6,0,5,3720,639.0243636528962,8307.31672748765,0.0,18600,9.123749429196598,40.59618692887544,7.0,2.0316167732378627
69,Female,112648,Email,Conversion,5452.326045679503,0.1084460164437143,0.0211572035665175,39,1.1468046737053283,3.944878720341664,8,0,0,7,872,136.3081511419876,5452.326045679503,0.0,6104,20.65675132137889,4.524005353688516,0.2,0.12436639850237645
44,Male,68723,Email,Conversion,8166.600453234234,0.1868178147723573,0.1066854700868727,18,6.013447336436707,1.998985204180579,30,17,1,7,1599,429.8210764860123,4083.300226617117,0.05555555555555555,11193,8.414099146192543,12.02079225165609,1.5789473684210527,1.123419090641758
47,Male,140703,SEO,Conversion,3525.569034883033,0.2903158376312509,0.0293399691858248,14,1.441103225151256,12.787094410916014,70,4,0,3,855,235.03793565886886,3525.569034883033,0.0,2565,39.89798543803829,18.42752299588467,4.666666666666667,0.4183750899228841
49,Male,87561,SEO,Awareness,5289.2019730759,0.0784800604308609,0.121216554910805,11,6.549054506250422,12.803428466299692,99,16,8,2,2993,440.76683108965835,587.6891081195445,0.47058823529411764,5986,16.551541972430424,83.85035089267492,8.25,0.5139701934155351
61,Female,115190,SEO,Consideration,546.9065312349769,0.0473041998507098,0.1862715163591916,21,8.960451681539709,3.259180695599735,35,13,1,8,988,24.859387783408042,273.45326561748846,0.07142857142857142,7904,210.23658860273608,29.203731144328405,1.5909090909090908,0.4238669970961831
67,Female,111671,Referral,Conversion,6588.06518631258,0.0799161433658328,0.0601960070454722,41,9.352782255240026,3.741056881040549,78,6,7,0,3105,156.8586949122043,823.5081482890726,1.0,0,16.947927641082288,34.989290412839644,1.8571428571428572,0.747438287579179
65,Female,134829,PPC,Retention,1610.514199263606,0.2263496611846387,0.1980874154518777,17,4.117756270298045,3.4630403922100994,89,11,3,3,700,89.47301107020034,402.6285498159015,0.25,2100,83.66603289106057,14.259956289318538,4.944444444444445,0.9320527366228841
32,Male,30686,Email,Conversion,3838.74441330802,0.0236181979635282,0.1005798144208786,23,1.1845212911024556,4.697293160534945,54,8,2,1,3395,159.94768388783416,1279.5814711026733,0.2222222222222222,3395,7.99167775168748,5.564043759203587,2.25,0.02797625834527181
69,Male,107804,SEO,Retention,5029.948424809986,0.1929610639150212,0.0184493967046599,32,6.505027362621037,13.081890940048014,73,19,3,3,3087,152.42267953969656,1257.4871062024965,0.15,9261,21.42816640066662,85.09805851983657,2.212121212121212,1.25521700068768
27,Female,57372,Email,Retention,6745.677722176814,0.2306996757697866,0.1006974582876117,45,9.851460531653029,2.287118436901315,50,4,9,7,4337,146.645167873409,674.5677722176814,1.8,30359,8.50374100594936,22.531457012349275,1.0869565217391304,2.2727287505112033
27,Male,45381,PPC,Retention,7899.658209610461,0.163130022275681,0.1441679538904787,32,7.656122625130635,4.032683363625399,30,0,7,6,911,239.3835821094079,987.4572762013076,7.0,5466,5.743951807052984,30.874718340240328,0.9090909090909091,1.2489434543829057
55,Male,89550,Referral,Conversion,1571.9494420423568,0.0695027981372667,0.1341819299293381,47,5.4298164553968284,12.029169612813304,98,3,1,9,1996,32.748946709215765,785.9747210211784,0.25,17964,56.931264035877746,65.31618310841317,2.0416666666666665,0.3773874370218548
49,Male,93513,PPC,Retention,3734.107513388816,0.1698721848485168,0.1491058896146701,46,7.966376185183948,10.14678960291641,3,19,6,6,727,79.44909602954928,533.4439304841165,0.3,4362,25.036227113890178,80.83314304874537,0.06382978723404255,1.3532657279023896
60,Female,140452,Email,Conversion,8926.694419976728,0.2352242433464655,0.1010423248420996,27,9.519456859659224,7.267197075267218,51,13,4,6,261,318.81051499916884,1785.3388839953454,0.2857142857142857,1566,15.7321692917404,69.17976904864797,1.8214285714285714,2.2392070368826613
23,Male,99118,PPC,Retention,7393.618572460716,0.2554467355026962,0.1311372902531435,29,3.57534670064621,14.356212731431665,79,8,9,0,3895,246.45395241535718,739.3618572460716,1.0,0,13.404072032753461,51.32843782309932,2.6333333333333333,0.91331064297041
31,Female,38260,SEO,Consideration,6026.835549318941,0.0691770642085706,0.1704637307550358,47,7.415505934727701,8.912874921625754,22,5,1,9,2382,125.5590739441446,3013.4177746594705,0.16666666666666666,21438,6.34722027284285,66.09347687680147,0.4583333333333333,0.5129829301856945
37,Female,98179,SEO,Awareness,2060.52596207606,0.2204850539497251,0.0299274932235386,15,5.829167117881699,11.324026058708611,47,18,3,5,465,128.78287262975374,515.131490519015,0.15789473684210525,2325,47.62443054616146,66.00964034345974,2.9375,1.2852442264681099
62,Female,99384,PPC,Retention,4291.0657091495295,0.0120230212326674,0.1852042475490042,43,2.052283101099732,10.064269694063832,36,16,6,8,3876,97.52422066248931,613.0093870213614,0.35294117647058826,31008,23.155283897014915,20.654730618037373,0.8181818181818182,0.024674643299966575
38,Male,115716,PPC,Conversion,5499.135801426884,0.2508501700470702,0.1685628879406051,11,3.660548673340697,7.334212409058936,50,14,1,7,1825,458.2613167855737,2749.567900713442,0.06666666666666667,12775,21.038753255870542,26.847241503979564,4.166666666666667,0.9182492571730911
35,Male,142121,Referral,Awareness,6905.34579419096,0.010004853514801,0.1688531681956884,3,4.5273120434517145,14.943723951535477,45,19,5,0,2122,1726.33644854774,1150.8909656984933,0.25,0,20.578320900111937,67.6549014198044,11.25,0.045295093810528785
24,Female,36636,Referral,Consideration,9449.435237490598,0.2793403601270603,0.0385715675489722,23,2.8503937663138217,3.535344961416563,91,10,6,7,4825,393.7264682287749,1349.919319641514,0.5454545454545454,33775,3.876646850577018,10.07712523979075,3.7916666666666665,0.7962300211860308
58,Male,92972,Referral,Retention,6360.732917680156,0.0749714965648351,0.1892159541104033,2,1.3355713537476013,11.121238645903416,84,12,0,1,1938,2120.2443058933854,6360.732917680156,0.0,1938,14.614257027612345,14.853207753659365,28.0,0.10012978315958045
47,Female,55470,SEO,Conversion,2269.598587195453,0.2849092752363656,0.090982674321797,33,7.289516904037578,12.283692017086253,53,6,6,4,822,66.75289962339568,324.22836959935046,0.8571428571428571,3288,24.429681368081088,89.54218060254169,1.5588235294117647,2.076850977952582
21,Female,110185,Social Media,Retention,4137.638882360867,0.0693856900691222,0.0410288319305558,2,3.482626386527589,14.447174554379114,77,10,8,4,4278,1379.2129607869556,459.73765359565186,0.7272727272727273,17112,26.623487366731908,50.31411131385066,25.666666666666668,0.24164443508215022
37,Female,35455,Referral,Consideration,7526.442570502542,0.1958772350818884,0.1744889255077333,16,9.42443377929596,1.0550911435989172,81,11,0,1,3177,442.73191591191426,7526.442570502542,0.0,3177,4.710099036681588,9.94363661396964,4.764705882352941,1.8460320309008447
61,Female,130478,PPC,Consideration,7994.584934372226,0.2596086110241604,0.1253270881400594,26,3.3560370472554424,3.5956359955665307,8,17,1,2,2566,296.0957383100824,3997.292467186113,0.05555555555555555,5132,16.318756047364094,12.067087609566483,0.2962962962962963,0.8712561163836099
54,Male,47649,Email,Awareness,3801.768669463811,0.284798664672016,0.0810250674017607,15,5.97006540153675,0.7138666456019365,8,3,0,6,3071,237.61054184148819,3801.768669463811,0.0,18426,12.53008114393624,4.261830562219218,0.5,1.700266654362269
28,Female,66308,SEO,Consideration,2364.180857786261,0.1158057731718768,0.1421854544065196,35,6.672910252762631,11.73005976742149,72,12,7,2,1957,65.67169049406282,295.52260722328265,0.5384615384615384,3914,28.035065386949864,78.27363608754531,2.0,0.7727615311277204
64,Female,40064,Social Media,Retention,3452.3348318182007,0.1289399293080149,0.1486764877061522,10,3.7357465747181866,8.214853193311088,12,11,2,7,2380,313.84862107438187,1150.7782772727335,0.16666666666666666,16660,11.601539367355835,30.688609678724653,1.0909090909090908,0.4816868992568218
33,Female,76325,Email,Awareness,3321.879908633994,0.0899194239556841,0.1145924293517842,9,2.9921129297690654,8.781839963794377,60,3,8,7,716,332.1879908633994,369.0977676259993,2.0,5012,22.969533085345994,26.276256902831857,6.0,0.26904907105518866
37,Female,87156,Social Media,Retention,6830.837097969884,0.1984292254516417,0.0825276213282012,16,3.5532876354866234,3.251242917485408,36,8,5,9,248,401.81394693940496,1138.4728496616474,0.5555555555555556,2232,12.757329946567207,11.552601258664357,2.1176470588235294,0.7050761133165061
40,Female,138199,Referral,Awareness,4440.423459775062,0.0714500020792519,0.1005321725040743,2,8.022579786632758,9.600837930986003,2,15,9,0,905,1480.141153258354,444.0423459775062,0.5625,0,31.115925164901785,77.02348831986538,0.6666666666666666,0.5732133424358747
25,Male,84162,SEO,Awareness,4593.556139230932,0.0583978793039251,0.027784206837639,19,1.5070910154000257,3.105384619279868,87,1,5,1,3843,229.6778069615466,765.592689871822,2.5,3843,18.317765078845593,4.680097259078119,4.35,0.08801091921736062
57,Male,26405,Social Media,Retention,6113.592233803351,0.2461129674804966,0.1781165013456452,26,7.68578326650922,12.320774943045016,76,7,9,7,325,226.4293419927167,611.359223380335,1.125,2275,4.318358279727145,94.69480588768147,2.814814814814815,1.8915709271325285
67,Female,140913,Referral,Retention,3899.680816684847,0.2676487808100528,0.0174087560513542,29,7.243209377390995,10.00822744192696,42,4,4,4,4358,129.98936055616156,779.9361633369693,0.8,17432,36.12523213826059,72.49168685842726,1.4,1.9386361590106413
21,Female,94861,Email,Conversion,6689.0653465000005,0.1769032065636671,0.1598885923856712,28,6.337814041317148,5.876235128686739,55,12,8,1,3170,230.6574257413793,743.2294829444445,0.6153846153846154,3170,14.17938317293535,37.24248550867189,1.896551724137931,1.1211796265132372
34,Male,97022,Referral,Awareness,9499.401759928498,0.115984950035759,0.0892020160901117,14,5.417303969898391,1.7391829440287192,81,11,0,1,1704,633.2934506618999,9499.401759928498,0.0,1704,10.212410217136986,9.421682667066353,5.4,0.6283257302771837
53,Male,52471,PPC,Retention,4313.285165399372,0.0523832985896231,0.1523094271319544,41,8.970199931299842,0.7283460751450905,90,12,1,4,4906,102.6972658428422,2156.642582699686,0.07692307692307693,19624,12.162153865214604,6.533409913229001,2.142857142857143,0.46988866140989627
56,Female,119067,SEO,Retention,9095.65676795565,0.1052897698498519,0.1388272918419895,46,8.883734007669698,4.06116892996401,53,4,6,2,2045,193.52461208416278,1299.3795382793785,1.2,4090,13.089094492322886,36.078344534012835,1.127659574468085,0.935366309074845
34,Female,137798,PPC,Awareness,2648.531533979489,0.150250354766718,0.1688403859846405,14,5.991017288960651,9.67589040099361,26,0,1,1,588,176.56876893196593,1324.2657669897444,1.0,588,52.00843931569782,57.968426678441126,1.7333333333333334,0.9001524730798789
24,Female,40249,PPC,Consideration,8205.226159267357,0.1917957229368402,0.1833823148858348,36,3.5348561743007814,6.812569554532311,12,2,0,9,4059,221.762869169388,8205.226159267357,0.0,36531,4.904690562853484,24.08145355269206,0.32432432432432434,0.6779702954277715
64,Female,77702,Email,Retention,1685.183517636925,0.2495432916448901,0.1254088120606893,37,9.5600473730827,1.4333171818045771,90,19,2,5,2604,44.34693467465592,561.7278392123084,0.1,13020,46.08157960700163,13.702580158705146,2.3684210526315788,2.3856456897601417
34,Male,126885,Email,Conversion,4985.387071933112,0.0515508890900954,0.1013650862344027,27,8.990849832084171,1.8774901358736829,85,15,7,6,3682,178.0495382833254,623.173383991639,0.4375,22092,25.446279674957022,16.88023187285959,3.0357142857142856,0.4634863025194739
47,Male,60888,SEO,Retention,3812.240977872749,0.1585512762824254,0.1145756133110315,40,9.667531661444034,1.80035787360382,60,11,2,0,2151,92.981487265189,1270.7469926242497,0.16666666666666666,0,15.967519585915841,17.405016744994985,1.4634146341463414,1.532799483422708
46,Female,106717,PPC,Conversion,5565.230223036938,0.1485474887345812,0.0967518693935512,12,8.742306071914685,3.220718593923234,12,11,2,0,1193,428.09463254130293,1855.0767410123126,0.16666666666666666,0,19.172221723480053,28.156507719583615,0.9230769230769231,1.2986476127320075
33,Female,35409,Social Media,Awareness,7793.002814096463,0.0440597406622261,0.1889741452860166,6,7.1481383698180485,12.696855861889674,13,1,5,8,1654,1113.2861162994948,1298.8338023494105,2.5,13232,4.543108444348806,90.75888256242278,1.8571428571428572,0.31494512279189085
42,Female,81046,SEO,Consideration,1500.3346628820043,0.2339166429656703,0.0708008587453062,35,4.8286687393875525,9.190449848587548,38,3,1,4,2886,41.675962857833454,750.1673314410021,0.25,11544,53.98263425452512,44.37763788478376,1.0555555555555556,1.1295059815108115
46,Female,49778,PPC,Conversion,3488.5988553965904,0.0856269087213597,0.0320180038380619,40,9.912508938018306,5.319315995287802,30,18,5,9,3666,85.08777696089244,581.4331425660984,0.2631578947368421,32994,14.264676847603667,52.727767347434074,0.7317073170731707,0.8487774980353556
19,Male,114243,Referral,Awareness,4655.736595144255,0.0211044168215052,0.1172051607882079,8,3.349754554387685,1.8307674421522224,61,1,4,5,3378,517.3040661271394,931.147319028851,2.0,16890,24.532845623934417,6.1326215773741,6.777777777777778,0.07069461636553312
64,Female,116621,PPC,Retention,3174.314075993326,0.2966135593613648,0.0355749565585789,14,5.542444256677746,1.699274682366703,65,3,7,3,1495,211.62093839955506,396.7892594991657,1.75,4485,36.727390490818685,9.418135203801235,4.333333333333333,1.6439641185351401
52,Female,69993,Social Media,Consideration,7751.291365710174,0.2657411000778804,0.1440996692813472,28,1.6430888676793751,8.78123122759818,28,18,0,9,159,267.2859091624198,7751.291365710174,0.0,1431,9.028685416752014,14.428343274585064,0.9655172413793104,0.43663624322283595
53,Male,79090,SEO,Conversion,7034.536936654723,0.0175110661809801,0.0217794066900251,46,9.51754606060608,1.7341758406435424,34,7,9,1,1935,149.67099865222815,703.4536936654723,1.125,1935,11.241501638339196,16.505098440515184,0.723404255319149,0.1666623789477995
48,Male,115440,Social Media,Conversion,6274.206178143686,0.2323911006322372,0.1694477774257712,45,6.550124845511772,1.267110070791503,27,16,5,8,777,136.39578648138448,1045.7010296906144,0.29411764705882354,6216,18.39620830341373,8.299729156689605,0.5869565217391305,1.5221907221270434
65,Female,95516,Referral,Awareness,6339.808192639662,0.2497736374832236,0.0296577932851234,3,7.992531211986583,11.13616339618308,54,16,5,8,2415,1584.9520481599154,1056.634698773277,0.29411764705882354,19320,15.06369489474132,89.00613352577578,13.5,1.9963235935160863
53,Female,44886,SEO,Awareness,9441.660747551805,0.2361303667693909,0.0564239635723344,10,5.989207713651698,2.002954363964703,25,6,9,0,960,858.3327952319822,944.1660747551805,1.2857142857142858,0,4.7535330559914035,11.996109726749731,2.272727272727273,1.4142338140826405
68,Male,122171,Social Media,Retention,7889.940965030609,0.2645794518277238,0.0880036418920518,11,1.393435489995193,7.301610280413643,0,19,7,5,1751,657.4950804192174,986.2426206288261,0.35,8755,15.48243746105964,10.174322898842123,0.0,0.3686743981002239
52,Female,124381,Email,Awareness,439.84078405016254,0.0405758869799003,0.1824276558889755,48,4.522581295393733,9.35582106719243,81,15,1,1,115,8.97634253163597,219.92039202508127,0.0625,115,282.144947791053,42.31246136153512,1.653061224489796,0.1835077474993072
55,Female,22590,Social Media,Retention,8188.626969481326,0.0104941101319062,0.1073602179063041,19,7.757227312485282,7.479157149882666,39,11,1,3,2566,409.43134847406634,4094.313484740663,0.08333333333333333,7698,2.7583673937997073,58.0175221174394,1.95,0.08140519773545131
36,Female,22794,SEO,Retention,6787.837705416624,0.1401332353652339,0.0505045656853681,7,8.061834139323953,3.585776262561365,72,11,3,8,4615,848.479713177078,1696.959426354156,0.25,36920,3.3575703219143542,28.907933489494663,9.0,1.1297309009213612
56,Female,104546,PPC,Awareness,9544.359569397371,0.2206375756558478,0.1589825134926957,9,1.1419075418406324,7.281154694241499,44,0,8,1,4941,954.4359569397371,1060.484396599708,8.0,4941,10.952547071686721,8.31440545866269,4.4,0.2519477116548457
64,Male,53573,SEO,Conversion,2536.4814476480933,0.0855789381109531,0.1292750427127677,6,5.287329317857365,12.32440100111056,52,14,9,2,1440,362.3544925211562,253.64814476480933,0.6,2880,21.112666675713047,65.16316673820252,7.428571428571429,0.4524840284651433
37,Female,46221,Referral,Conversion,1902.851908039811,0.0455785160296731,0.1321054621711194,5,8.632203396144721,3.845328902313241,65,11,5,7,2807,317.1419846733018,317.1419846733018,0.4166666666666667,19649,24.277623592892123,33.193661209841814,10.833333333333334,0.3934430208625807
66,Male,119219,PPC,Retention,3092.824810166621,0.2670452293067133,0.0758301625879216,46,4.919867020603938,8.343619408276098,70,2,8,3,2503,65.80478319503449,343.64720112962453,2.6666666666666665,7509,38.53450253816387,41.04949795924852,1.4893617021276595,1.313827016675715
48,Male,61911,Referral,Consideration,8126.841514411999,0.2511690192132069,0.0972914915857603,41,7.174326764026943,1.0216423216407595,36,16,8,7,1817,193.49622653361902,902.9823904902221,0.47058823529411764,12719,7.617151477452116,7.329595851409923,0.8571428571428571,1.8019686168357076
31,Female,95902,Email,Retention,547.4418583307472,0.1089632712416165,0.0267073027454871,20,9.14615569536783,8.075317227266794,54,6,5,6,1099,26.06865992051177,91.2403097217912,0.7142857142857143,6594,174.86265598306076,73.85810865006813,2.5714285714285716,0.9965950438524204
30,Female,70840,Referral,Conversion,2540.7380589817226,0.2007212581461757,0.1272308655756388,19,4.761579090026372,9.27174209673681,17,19,9,4,1630,127.03690294908613,254.07380589817225,0.45,6520,27.870692556092934,44.14813329593927,0.85,0.9557501457126159
67,Male,24432,Social Media,Awareness,6696.776573544401,0.1211874965066731,0.1032525119407757,24,7.822281704898967,1.3108863146741505,8,15,7,5,732,267.871062941776,837.0970716930501,0.4375,3660,3.6477776963334585,10.254122036478037,0.32,0.9479627367866564
55,Male,128227,SEO,Consideration,2933.1335471417306,0.169631820495085,0.1968728999190859,17,4.1328229356832855,6.161290992557115,58,1,7,8,84,162.95186373009614,366.6416933927163,3.5,672,43.70182813420732,25.46352472745888,3.2222222222222223,0.7010582783637973
37,Female,32550,PPC,Consideration,1672.6896062526043,0.0617649173690713,0.1065506792780742,4,8.567154882785362,8.430077380062093,21,2,5,9,2672,334.53792125052087,278.7816010421007,1.6666666666666667,24048,19.44805050972357,72.22177858885739,4.2,0.5291496134232736
36,Female,127619,Email,Consideration,3261.8866169685107,0.2144245868460522,0.1545139555794709,39,7.983637440827652,5.771304919053446,4,7,6,9,2078,81.54716542421276,465.98380242407296,0.75,18702,39.11229992986043,46.076006034187884,0.1,1.7118881597781428
48,Female,131923,Email,Awareness,5960.125653803771,0.2550794579044974,0.1726796193045565,10,8.125571797813308,6.793484372718748,83,3,9,0,2976,541.8296048912518,596.012565380377,2.25,0,22.130551788624093,55.20094502784889,7.545454545454546,2.0726664493502907
20,Male,23576,PPC,Conversion,1540.7416709761976,0.1476572843392728,0.1183858509335859,29,3.747211522032707,7.040570459591677,46,7,0,4,2879,51.35805569920659,1540.7416709761976,0.0,11516,15.291796572555624,26.382506747865044,1.5333333333333334,0.5533030771881826
27,Female,73076,Email,Conversion,773.685644549143,0.2997879187069316,0.0349813385821485,43,4.750641868760051,9.935341844424524,64,13,7,5,2720,17.58376464884416,96.71070556864288,0.5,13600,94.32987498113417,47.199250946566856,1.4545454545454546,1.424185038357584
52,Female,100262,Email,Awareness,7484.584348532707,0.174821962557546,0.0319524587295069,14,8.617105515593327,14.620566819253703,0,12,8,0,4651,498.9722899021805,831.6204831703008,0.6153846153846154,0,13.394011119472983,125.98696697929186,0.0,1.5064592978014797
36,Female,55885,Social Media,Conversion,8529.329755970019,0.0781706575435751,0.0652749425823197,37,1.1942605974058336,11.599694425800868,94,13,7,8,2561,224.45604620973734,1066.1662194962523,0.5,20488,6.551329385700294,13.853057994682063,2.473684210526316,0.09335613617759683
23,Female,58176,SEO,Awareness,5985.863521642229,0.1371813938737743,0.028319668648177,4,1.0318925379409885,11.24826769865503,27,6,3,8,516,1197.172704328446,1496.4658804105572,0.42857142857142855,4128,9.717275129071593,11.60700350300478,5.4,0.14155645668269132
35,Female,117081,PPC,Retention,1790.1966242504595,0.1025547933701089,0.1118527807088387,5,3.155499138583658,7.686788294587948,85,16,0,8,2851,298.36610404174326,1790.1966242504595,0.0,22808,65.36468325971387,24.255653842047217,14.166666666666666,0.32361156213700365
38,Male,146133,Social Media,Consideration,1352.5694978857082,0.0342294063853478,0.0764432106281897,25,6.701389605095214,14.29641000125473,50,19,5,0,479,52.02190376483493,225.42824964761803,0.25,0,107.96120940096648,95.80581337258769,1.9230769230769231,0.22938458813934948
55,Female,20744,Social Media,Awareness,4694.898759196795,0.1295216804619093,0.0168759664810461,47,3.329159478408665,11.804943257007029,44,0,6,9,1617,97.8103908165999,670.6998227423993,6.0,14553,4.4174717266579515,39.300538736141405,0.9166666666666666,0.4311983301691837
49,Female,69460,Social Media,Retention,3265.432004612213,0.0711004905853645,0.1737305814812066,33,4.209212208180706,2.7019133200158225,29,12,5,4,1457,96.04211778271214,544.2386674353688,0.38461538461538464,5828,21.264792869382326,11.372926532056663,0.8529411764705882,0.2992770529795536
33,Female,44154,PPC,Consideration,2766.233301547152,0.2301415357890881,0.0264690180079685,8,9.630809934329855,3.295251306292585,66,7,0,3,4757,307.35925572746135,2766.233301547152,0.0,14271,15.956009193483478,31.73593901675606,7.333333333333333,2.2164493891794796
53,Female,26674,Social Media,Awareness,7990.115874921482,0.073858953137559,0.0310297342867423,15,1.9800240613761375,3.2823834570175614,85,6,2,6,4355,499.3822421825926,2663.3719583071606,0.2857142857142857,26130,3.337956853273898,6.499198223557759,5.3125,0.14624250436041938
56,Male,113517,Email,Retention,2227.0002442506525,0.0915390916210936,0.0933572782689072,47,1.0994970647311844,14.710476006582663,72,13,8,6,2886,46.39583842188859,247.44447158340583,0.5714285714285714,17316,50.95017394766013,16.174125190036154,1.5,0.10064696254555136
53,Female,67427,Referral,Conversion,3544.225251423633,0.1130690924825941,0.1531368698272318,48,3.715463012627625,14.863995555582168,30,18,3,2,4813,72.33112758007414,886.0563128559082,0.15789473684210525,9626,19.019101811069348,55.22662570662695,0.6122448979591837,0.4201040309904506
22,Female,48491,PPC,Retention,6354.776645967255,0.223341945939364,0.1501609321389214,29,8.240435884203128,6.21404771134101,82,17,3,0,717,211.8258881989085,1588.6941614918137,0.16666666666666666,0,7.629437392323656,51.20646174668478,2.7333333333333334,1.8404349857664901
39,Female,76971,SEO,Retention,3244.449984313607,0.1985901238497199,0.1748780166156094,36,1.1527538322040685,7.121209351731881,89,3,6,4,2854,87.68783741388127,463.4928549019438,1.5,11416,23.716587952988867,8.209001370136376,2.4054054054054053,0.2289255263056452
19,Female,48363,SEO,Awareness,716.630891962668,0.1986794854725244,0.1810111715729108,48,3.82728371830226,4.058493667725751,65,8,1,6,3344,14.625120244136081,358.315445981334,0.1111111111111111,20064,67.39258376646904,15.533006735319587,1.3265306122448979,0.760402759909663
68,Female,88447,Email,Conversion,7295.641262827726,0.0544509499505307,0.1392520977217951,20,8.003166064923285,3.561873360964904,90,16,5,8,2605,347.4114887060822,1215.9402104712876,0.29411764705882354,20840,12.121604559427583,28.506264010028566,4.285714285714286,0.43577999484692354
24,Female,78568,Referral,Conversion,8430.0648502192,0.1466179572442634,0.0513029296048736,6,6.0904116969034,9.70621414437828,10,7,6,2,924,1204.2949786027427,1204.2949786027427,0.75,1848,9.318870320153842,59.114840157570704,1.4285714285714286,0.8929637217765445
55,Female,107340,SEO,Consideration,3307.525754609495,0.1830715122587017,0.175210109863244,32,3.896102354537828,5.618811587229957,63,13,0,5,1732,100.22805316998469,3307.525754609495,0.0,8660,32.443453054718425,21.891465054711066,1.9090909090909092,0.7132653499599285
43,Female,102864,PPC,Conversion,9612.656124610594,0.1585225375038183,0.0440969970973,4,7.491726583655289,4.858765441124604,15,11,8,9,1747,1922.5312249221188,1068.0729027345105,0.6666666666666666,15723,10.699779424882077,36.40054221901882,3.0,1.1876075083258482
